id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
6720,location 878,0,event_type 11,severity_type 1,feature 73,4,resource_type 8
11430,location 135,0,event_type 20,severity_type 1,feature 312,12,resource_type 2
15572,location 691,1,event_type 22,severity_type 2,feature 114,1,resource_type 7
5933,location 878,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
16579,location 535,0,event_type 10,severity_type 5,feature 153,4,resource_type 3
6723,location 500,0,event_type 35,severity_type 2,feature 312,2,resource_type 2
9797,location 891,0,event_type 11,severity_type 1,feature 73,39,resource_type 8
17372,location 127,0,event_type 34,severity_type 2,feature 235,1,resource_type 2
8052,location 704,2,event_type 11,severity_type 1,feature 82,33,resource_type 8
2983,location 676,1,event_type 11,severity_type 1,feature 55,4,resource_type 8
3973,location 470,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
15719,location 126,0,event_type 34,severity_type 2,feature 313,18,resource_type 2
11065,location 810,1,event_type 11,severity_type 1,feature 172,4,resource_type 8
2166,location 707,0,event_type 15,severity_type 2,feature 71,4,resource_type 8
5049,location 846,0,event_type 15,severity_type 2,feature 203,1,resource_type 8
14381,location 652,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
12230,location 166,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
18230,location 931,0,event_type 15,severity_type 2,feature 201,1,resource_type 8
13836,location 107,1,event_type 35,severity_type 2,feature 301,1,resource_type 2
11474,location 533,0,event_type 21,severity_type 1,feature 55,5,resource_type 8
17135,location 1044,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
5184,location 1018,1,event_type 11,severity_type 1,feature 137,1,resource_type 8
17301,location 895,1,event_type 42,severity_type 1,feature 376,4,resource_type 2
10590,location 475,0,event_type 35,severity_type 2,feature 314,12,resource_type 2
14040,location 135,0,event_type 35,severity_type 2,feature 232,21,resource_type 2
5527,location 742,0,event_type 54,severity_type 2,feature 80,2,resource_type 8
69,location 875,1,event_type 11,severity_type 1,feature 82,2,resource_type 8
1284,location 600,0,event_type 15,severity_type 2,feature 203,5,resource_type 8
15406,location 157,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
14294,location 133,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
15367,location 962,1,event_type 15,severity_type 2,feature 203,10,resource_type 8
504,location 798,0,event_type 15,severity_type 1,feature 82,11,resource_type 8
13828,location 812,0,event_type 11,severity_type 1,feature 18,1,resource_type 8
5307,location 520,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
16911,location 882,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
14064,location 380,0,event_type 20,severity_type 1,feature 312,8,resource_type 2
6551,location 810,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
17519,location 662,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
18021,location 878,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
12418,location 864,1,event_type 24,severity_type 1,feature 318,2,resource_type 2
10663,location 89,0,event_type 34,severity_type 2,feature 233,21,resource_type 2
7027,location 963,0,event_type 11,severity_type 1,feature 73,35,resource_type 8
3896,location 1095,0,event_type 11,severity_type 1,feature 273,1,resource_type 6
14304,location 495,0,event_type 35,severity_type 2,feature 314,5,resource_type 2
1485,location 702,0,event_type 11,severity_type 1,feature 54,2,resource_type 8
3018,location 891,0,event_type 11,severity_type 1,feature 195,11,resource_type 8
8413,location 493,0,event_type 34,severity_type 2,feature 314,11,resource_type 2
15975,location 311,1,event_type 34,severity_type 2,feature 232,2,resource_type 2
1416,location 325,0,event_type 35,severity_type 4,feature 308,1,resource_type 2
9114,location 829,0,event_type 11,severity_type 1,feature 161,1,resource_type 8
3272,location 406,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
12988,location 1024,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
12017,location 995,0,event_type 15,severity_type 2,feature 71,8,resource_type 8
1349,location 1007,0,event_type 15,severity_type 2,feature 201,1,resource_type 8
18442,location 902,1,event_type 23,severity_type 4,feature 306,1,resource_type 7
15548,location 765,0,event_type 11,severity_type 1,feature 187,2,resource_type 8
8658,location 459,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
9404,location 627,1,event_type 23,severity_type 4,feature 224,2,resource_type 7
18122,location 384,0,event_type 35,severity_type 2,feature 312,9,resource_type 2
3996,location 405,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
9463,location 118,0,event_type 34,severity_type 2,feature 232,13,resource_type 2
5696,location 657,0,event_type 23,severity_type 4,feature 306,1,resource_type 7
9236,location 845,2,event_type 15,severity_type 2,feature 203,5,resource_type 8
9366,location 976,1,event_type 11,severity_type 1,feature 193,1,resource_type 8
10826,location 735,0,event_type 11,severity_type 1,feature 55,6,resource_type 8
15014,location 457,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
5671,location 831,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
11396,location 218,1,event_type 35,severity_type 2,feature 232,1,resource_type 2
17561,location 477,0,event_type 34,severity_type 2,feature 309,32,resource_type 2
9313,location 100,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
14155,location 149,0,event_type 35,severity_type 2,feature 313,2,resource_type 2
14700,location 962,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
10876,location 344,1,event_type 34,severity_type 2,feature 312,2,resource_type 2
6699,location 639,0,event_type 47,severity_type 1,feature 285,9,resource_type 2
5502,location 479,0,event_type 35,severity_type 2,feature 234,41,resource_type 2
13573,location 925,0,event_type 11,severity_type 1,feature 207,1,resource_type 8
13685,location 892,1,event_type 43,severity_type 1,feature 376,4,resource_type 2
8599,location 1026,1,event_type 11,severity_type 1,feature 68,5,resource_type 6
8475,location 238,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
6019,location 21,1,event_type 11,severity_type 1,feature 55,3,resource_type 2
17293,location 95,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
17774,location 894,0,event_type 44,severity_type 1,feature 291,5,resource_type 2
17473,location 477,0,event_type 34,severity_type 2,feature 309,3,resource_type 2
4454,location 734,1,event_type 11,severity_type 1,feature 71,10,resource_type 8
8844,location 373,0,event_type 35,severity_type 2,feature 312,66,resource_type 2
7682,location 923,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
6604,location 877,1,event_type 54,severity_type 4,feature 360,1,resource_type 2
15103,location 206,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
1079,location 135,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
10261,location 979,0,event_type 6,severity_type 2,feature 68,1,resource_type 8
5159,location 268,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
17666,location 494,0,event_type 34,severity_type 2,feature 229,5,resource_type 2
1967,location 203,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
13378,location 1107,2,event_type 15,severity_type 1,feature 193,5,resource_type 8
13571,location 794,0,event_type 11,severity_type 1,feature 47,1,resource_type 4
5806,location 1063,0,event_type 11,severity_type 1,feature 73,12,resource_type 8
4248,location 53,1,event_type 20,severity_type 1,feature 134,1,resource_type 2
15658,location 478,0,event_type 35,severity_type 2,feature 314,20,resource_type 2
10745,location 469,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
4959,location 607,0,event_type 11,severity_type 1,feature 145,13,resource_type 8
13346,location 102,1,event_type 35,severity_type 2,feature 233,2,resource_type 2
8767,location 508,0,event_type 35,severity_type 2,feature 312,23,resource_type 2
16171,location 830,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
9271,location 1066,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
14039,location 839,0,event_type 11,severity_type 1,feature 170,2,resource_type 8
8397,location 475,0,event_type 34,severity_type 2,feature 234,3,resource_type 2
14127,location 821,1,event_type 54,severity_type 1,feature 82,6,resource_type 8
3081,location 724,1,event_type 11,severity_type 1,feature 170,5,resource_type 8
6638,location 1019,0,event_type 15,severity_type 2,feature 201,1,resource_type 8
2566,location 793,0,event_type 11,severity_type 1,feature 195,4,resource_type 8
7305,location 734,2,event_type 11,severity_type 1,feature 203,16,resource_type 8
6776,location 652,1,event_type 15,severity_type 1,feature 80,2,resource_type 8
10302,location 282,1,event_type 34,severity_type 2,feature 312,2,resource_type 2
14130,location 532,1,event_type 29,severity_type 1,feature 132,2,resource_type 3
16779,location 744,1,event_type 13,severity_type 1,feature 345,1,resource_type 6
11180,location 181,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
6153,location 734,2,event_type 54,severity_type 1,feature 82,8,resource_type 2
17795,location 187,1,event_type 11,severity_type 1,feature 211,15,resource_type 8
1979,location 244,0,event_type 35,severity_type 2,feature 312,32,resource_type 2
1908,location 653,0,event_type 11,severity_type 1,feature 201,15,resource_type 8
10296,location 680,1,event_type 11,severity_type 1,feature 171,2,resource_type 8
9330,location 810,2,event_type 11,severity_type 1,feature 203,8,resource_type 8
8281,location 793,0,event_type 11,severity_type 1,feature 73,73,resource_type 8
11510,location 957,1,event_type 11,severity_type 1,feature 81,4,resource_type 8
18180,location 892,1,event_type 44,severity_type 1,feature 291,5,resource_type 2
1111,location 915,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
13865,location 989,0,event_type 11,severity_type 2,feature 87,1,resource_type 8
1915,location 794,0,event_type 23,severity_type 1,feature 163,2,resource_type 4
12170,location 894,1,event_type 11,severity_type 1,feature 166,1,resource_type 8
8672,location 494,0,event_type 35,severity_type 2,feature 233,6,resource_type 2
15276,location 2,1,event_type 11,severity_type 1,feature 273,2,resource_type 6
12357,location 476,0,event_type 35,severity_type 2,feature 309,19,resource_type 2
10584,location 849,0,event_type 11,severity_type 1,feature 73,2,resource_type 8
9625,location 490,0,event_type 35,severity_type 2,feature 234,7,resource_type 2
5370,location 1015,1,event_type 11,severity_type 1,feature 54,5,resource_type 8
15737,location 388,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
10748,location 853,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
13556,location 95,1,event_type 35,severity_type 2,feature 232,2,resource_type 2
14962,location 499,0,event_type 34,severity_type 2,feature 312,54,resource_type 2
8022,location 826,1,event_type 11,severity_type 2,feature 170,1,resource_type 4
1909,location 846,2,event_type 15,severity_type 1,feature 82,8,resource_type 8
11269,location 130,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
14931,location 962,1,event_type 15,severity_type 2,feature 82,8,resource_type 8
2753,location 489,0,event_type 34,severity_type 2,feature 233,5,resource_type 2
11038,location 102,0,event_type 34,severity_type 2,feature 234,1,resource_type 2
10664,location 821,2,event_type 11,severity_type 1,feature 80,1,resource_type 8
17165,location 734,2,event_type 54,severity_type 1,feature 71,4,resource_type 2
424,location 476,0,event_type 35,severity_type 2,feature 229,3,resource_type 2
3055,location 803,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
10800,location 892,1,event_type 42,severity_type 1,feature 290,22,resource_type 2
14529,location 242,0,event_type 35,severity_type 2,feature 314,42,resource_type 2
3267,location 1107,1,event_type 11,severity_type 1,feature 82,16,resource_type 8
18525,location 810,2,event_type 54,severity_type 1,feature 203,18,resource_type 8
5920,location 400,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
6533,location 1056,1,event_type 11,severity_type 1,feature 273,1,resource_type 6
4974,location 12,0,event_type 54,severity_type 1,feature 360,1,resource_type 2
15522,location 1048,1,event_type 11,severity_type 1,feature 103,129,resource_type 8
752,location 821,1,event_type 54,severity_type 1,feature 203,4,resource_type 2
55,location 471,0,event_type 35,severity_type 2,feature 314,23,resource_type 2
6262,location 1052,1,event_type 11,severity_type 1,feature 80,2,resource_type 2
13204,location 895,2,event_type 43,severity_type 1,feature 283,8,resource_type 2
3297,location 280,0,event_type 35,severity_type 2,feature 235,1,resource_type 2
15144,location 821,2,event_type 11,severity_type 1,feature 193,70,resource_type 8
3971,location 1094,2,event_type 15,severity_type 1,feature 198,3,resource_type 8
12463,location 9,0,event_type 15,severity_type 1,feature 193,1,resource_type 2
14629,location 468,0,event_type 34,severity_type 2,feature 312,12,resource_type 2
4792,location 664,0,event_type 11,severity_type 1,feature 171,1,resource_type 8
13620,location 942,1,event_type 13,severity_type 1,feature 68,10,resource_type 8
11990,location 87,2,event_type 11,severity_type 1,feature 55,1,resource_type 8
11563,location 471,0,event_type 35,severity_type 2,feature 231,3,resource_type 2
5181,location 700,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
4061,location 1052,1,event_type 15,severity_type 1,feature 82,13,resource_type 2
4051,location 653,0,event_type 15,severity_type 2,feature 82,2,resource_type 8
2334,location 476,0,event_type 35,severity_type 2,feature 309,59,resource_type 2
7906,location 122,0,event_type 35,severity_type 2,feature 313,9,resource_type 2
5261,location 485,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
6973,location 939,0,event_type 11,severity_type 1,feature 71,3,resource_type 8
3407,location 1109,0,event_type 13,severity_type 1,feature 345,2,resource_type 6
15105,location 691,1,event_type 23,severity_type 2,feature 75,6,resource_type 7
11174,location 821,0,event_type 5,severity_type 1,feature 141,1,resource_type 8
10461,location 702,1,event_type 11,severity_type 1,feature 209,2,resource_type 8
9110,location 467,0,event_type 35,severity_type 2,feature 312,2,resource_type 2
15838,location 445,0,event_type 34,severity_type 2,feature 232,11,resource_type 2
2628,location 498,0,event_type 35,severity_type 2,feature 234,19,resource_type 2
2461,location 496,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
8027,location 169,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
5750,location 653,1,event_type 15,severity_type 2,feature 193,3,resource_type 8
5974,location 189,0,event_type 21,severity_type 1,feature 220,1,resource_type 2
13691,location 845,2,event_type 15,severity_type 2,feature 203,6,resource_type 8
4952,location 505,0,event_type 34,severity_type 2,feature 232,50,resource_type 2
8337,location 825,1,event_type 15,severity_type 2,feature 80,3,resource_type 8
240,location 892,1,event_type 42,severity_type 2,feature 375,2,resource_type 2
5701,location 1075,2,event_type 15,severity_type 1,feature 172,1,resource_type 8
2471,location 989,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
13932,location 734,0,event_type 15,severity_type 1,feature 71,4,resource_type 2
13092,location 836,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
634,location 808,0,event_type 11,severity_type 1,feature 71,13,resource_type 8
9016,location 1008,0,event_type 15,severity_type 2,feature 203,18,resource_type 8
12598,location 159,0,event_type 34,severity_type 2,feature 301,1,resource_type 2
2253,location 478,0,event_type 35,severity_type 2,feature 234,16,resource_type 2
16572,location 613,0,event_type 15,severity_type 1,feature 71,2,resource_type 8
3600,location 521,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
17593,location 470,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
12699,location 91,0,event_type 35,severity_type 2,feature 314,1,resource_type 2
5762,location 292,0,event_type 34,severity_type 2,feature 313,1,resource_type 2
9143,location 345,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
6456,location 707,0,event_type 15,severity_type 2,feature 193,2,resource_type 8
6616,location 909,1,event_type 11,severity_type 1,feature 68,2,resource_type 8
17626,location 181,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
13455,location 155,1,event_type 35,severity_type 2,feature 301,1,resource_type 2
17277,location 989,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
8277,location 1008,0,event_type 15,severity_type 2,feature 82,22,resource_type 8
17246,location 465,0,event_type 34,severity_type 1,feature 160,2,resource_type 8
2077,location 518,0,event_type 35,severity_type 2,feature 315,11,resource_type 2
16014,location 242,0,event_type 35,severity_type 2,feature 314,37,resource_type 2
8770,location 1107,2,event_type 11,severity_type 1,feature 193,3,resource_type 8
6872,location 1097,0,event_type 11,severity_type 1,feature 170,5,resource_type 8
15181,location 73,2,event_type 20,severity_type 1,feature 35,1,resource_type 9
9783,location 443,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
3911,location 471,0,event_type 35,severity_type 2,feature 313,6,resource_type 2
16909,location 609,0,event_type 23,severity_type 2,feature 75,2,resource_type 7
8521,location 472,0,event_type 34,severity_type 2,feature 233,2,resource_type 2
10330,location 1097,1,event_type 11,severity_type 1,feature 54,3,resource_type 8
17542,location 878,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
1792,location 255,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
11807,location 756,0,event_type 11,severity_type 1,feature 87,1,resource_type 8
12806,location 962,2,event_type 11,severity_type 1,feature 203,12,resource_type 8
18141,location 734,0,event_type 11,severity_type 1,feature 82,2,resource_type 8
4019,location 684,2,event_type 15,severity_type 2,feature 203,4,resource_type 8
7915,location 244,0,event_type 35,severity_type 2,feature 312,29,resource_type 2
3944,location 793,0,event_type 11,severity_type 1,feature 73,56,resource_type 8
1546,location 936,0,event_type 23,severity_type 1,feature 306,2,resource_type 7
3698,location 1091,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
7264,location 779,2,event_type 15,severity_type 2,feature 82,26,resource_type 8
15492,location 1107,1,event_type 15,severity_type 1,feature 193,2,resource_type 8
7379,location 500,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
15056,location 293,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
16430,location 1054,0,event_type 11,severity_type 1,feature 187,4,resource_type 8
15225,location 755,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
16885,location 467,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
8498,location 122,0,event_type 34,severity_type 2,feature 233,9,resource_type 2
6560,location 810,1,event_type 11,severity_type 1,feature 203,6,resource_type 8
3781,location 223,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
11138,location 1100,2,event_type 15,severity_type 1,feature 203,24,resource_type 8
9340,location 627,1,event_type 11,severity_type 2,feature 225,1,resource_type 7
7383,location 1109,1,event_type 13,severity_type 1,feature 170,6,resource_type 8
16198,location 963,0,event_type 11,severity_type 1,feature 195,14,resource_type 8
13936,location 851,0,event_type 18,severity_type 1,feature 68,1,resource_type 10
7476,location 1031,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
7793,location 324,1,event_type 34,severity_type 2,feature 227,1,resource_type 2
5931,location 562,2,event_type 11,severity_type 1,feature 171,22,resource_type 8
7039,location 2,0,event_type 11,severity_type 2,feature 179,1,resource_type 8
3932,location 490,0,event_type 35,severity_type 2,feature 235,2,resource_type 2
12030,location 707,0,event_type 26,severity_type 1,feature 276,1,resource_type 8
3462,location 653,1,event_type 15,severity_type 2,feature 82,11,resource_type 8
10960,location 885,1,event_type 11,severity_type 1,feature 73,1,resource_type 8
7883,location 989,1,event_type 11,severity_type 1,feature 87,1,resource_type 8
9440,location 976,1,event_type 15,severity_type 1,feature 80,2,resource_type 8
7610,location 653,1,event_type 11,severity_type 1,feature 80,3,resource_type 8
8055,location 481,1,event_type 34,severity_type 2,feature 307,1,resource_type 2
5439,location 1019,1,event_type 15,severity_type 1,feature 82,6,resource_type 8
3659,location 1060,0,event_type 11,severity_type 2,feature 195,1,resource_type 8
11244,location 570,1,event_type 11,severity_type 1,feature 171,2,resource_type 8
6483,location 896,0,event_type 42,severity_type 1,feature 291,1,resource_type 2
17532,location 161,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
9324,location 891,0,event_type 11,severity_type 1,feature 109,3,resource_type 8
7126,location 821,2,event_type 54,severity_type 1,feature 201,1,resource_type 2
6334,location 692,0,event_type 21,severity_type 1,feature 134,1,resource_type 2
4702,location 181,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
10505,location 378,0,event_type 35,severity_type 2,feature 232,4,resource_type 2
17815,location 892,1,event_type 43,severity_type 1,feature 368,4,resource_type 2
18387,location 690,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
10230,location 477,0,event_type 34,severity_type 2,feature 308,1,resource_type 2
13498,location 648,0,event_type 23,severity_type 1,feature 306,1,resource_type 7
12522,location 1052,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
1813,location 607,0,event_type 11,severity_type 2,feature 46,3,resource_type 8
14199,location 401,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
11229,location 358,0,event_type 35,severity_type 4,feature 312,3,resource_type 2
2954,location 802,0,event_type 11,severity_type 1,feature 345,8,resource_type 4
1112,location 794,0,event_type 11,severity_type 1,feature 47,5,resource_type 4
16869,location 938,1,event_type 11,severity_type 1,feature 82,1,resource_type 8
3493,location 821,2,event_type 15,severity_type 2,feature 82,15,resource_type 8
9741,location 263,1,event_type 34,severity_type 1,feature 44,3,resource_type 8
502,location 290,0,event_type 11,severity_type 1,feature 181,1,resource_type 2
5500,location 477,0,event_type 34,severity_type 2,feature 309,15,resource_type 2
6977,location 600,2,event_type 15,severity_type 2,feature 82,20,resource_type 8
1618,location 12,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
5868,location 498,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
2113,location 460,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
15888,location 126,0,event_type 35,severity_type 2,feature 235,5,resource_type 2
903,location 846,1,event_type 15,severity_type 2,feature 203,3,resource_type 8
11731,location 342,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
683,location 735,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
14458,location 823,0,event_type 15,severity_type 2,feature 193,3,resource_type 8
11463,location 494,0,event_type 34,severity_type 2,feature 313,101,resource_type 2
16287,location 653,2,event_type 15,severity_type 2,feature 203,23,resource_type 8
17322,location 949,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
13856,location 798,0,event_type 15,severity_type 2,feature 68,1,resource_type 8
14224,location 869,1,event_type 11,severity_type 1,feature 171,2,resource_type 8
4600,location 613,2,event_type 54,severity_type 1,feature 71,1,resource_type 8
6552,location 816,0,event_type 14,severity_type 2,feature 47,2,resource_type 4
13609,location 476,0,event_type 35,severity_type 2,feature 229,12,resource_type 2
1832,location 755,0,event_type 11,severity_type 1,feature 161,1,resource_type 8
4647,location 173,0,event_type 35,severity_type 1,feature 221,1,resource_type 2
3226,location 479,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
10012,location 826,1,event_type 11,severity_type 2,feature 54,1,resource_type 2
1542,location 457,0,event_type 34,severity_type 2,feature 313,25,resource_type 2
11132,location 1050,0,event_type 11,severity_type 2,feature 47,1,resource_type 8
2290,location 1052,2,event_type 15,severity_type 2,feature 203,4,resource_type 8
93,location 1086,0,event_type 15,severity_type 2,feature 82,8,resource_type 8
5074,location 1007,0,event_type 15,severity_type 2,feature 80,4,resource_type 8
4635,location 161,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
1626,location 520,0,event_type 35,severity_type 2,feature 232,14,resource_type 2
11087,location 823,1,event_type 15,severity_type 1,feature 193,10,resource_type 8
15085,location 1008,2,event_type 15,severity_type 2,feature 82,25,resource_type 8
1795,location 805,0,event_type 20,severity_type 1,feature 70,1,resource_type 8
9538,location 607,2,event_type 11,severity_type 1,feature 46,2,resource_type 8
13737,location 518,0,event_type 34,severity_type 2,feature 235,11,resource_type 2
14446,location 126,0,event_type 35,severity_type 2,feature 313,7,resource_type 2
18104,location 118,0,event_type 34,severity_type 2,feature 301,1,resource_type 2
15843,location 734,1,event_type 54,severity_type 1,feature 203,3,resource_type 2
10952,location 414,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
12853,location 584,1,event_type 11,severity_type 1,feature 187,2,resource_type 8
3067,location 763,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
3504,location 995,2,event_type 11,severity_type 1,feature 203,7,resource_type 8
12705,location 249,1,event_type 35,severity_type 2,feature 232,7,resource_type 2
16569,location 1091,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
1527,location 16,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
7030,location 609,0,event_type 11,severity_type 4,feature 75,1,resource_type 8
15503,location 1060,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
2387,location 118,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
6649,location 976,0,event_type 15,severity_type 2,feature 82,18,resource_type 8
9017,location 459,0,event_type 35,severity_type 4,feature 314,1,resource_type 2
1003,location 244,0,event_type 34,severity_type 2,feature 232,12,resource_type 2
6780,location 609,0,event_type 11,severity_type 2,feature 306,1,resource_type 7
8640,location 133,0,event_type 35,severity_type 2,feature 301,2,resource_type 2
972,location 2,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
16126,location 600,0,event_type 11,severity_type 1,feature 82,18,resource_type 8
7712,location 126,0,event_type 34,severity_type 2,feature 235,1,resource_type 2
15544,location 684,2,event_type 15,severity_type 2,feature 82,8,resource_type 8
13109,location 342,1,event_type 35,severity_type 2,feature 232,4,resource_type 2
10126,location 242,0,event_type 34,severity_type 2,feature 232,57,resource_type 2
9125,location 793,0,event_type 11,severity_type 1,feature 195,32,resource_type 8
18233,location 278,1,event_type 34,severity_type 2,feature 235,1,resource_type 2
17620,location 1107,0,event_type 15,severity_type 1,feature 193,11,resource_type 8
7049,location 1008,0,event_type 15,severity_type 1,feature 80,4,resource_type 8
13661,location 653,1,event_type 15,severity_type 1,feature 80,4,resource_type 8
1436,location 468,0,event_type 34,severity_type 2,feature 307,3,resource_type 2
2183,location 7,1,event_type 11,severity_type 1,feature 70,16,resource_type 8
5547,location 793,0,event_type 11,severity_type 1,feature 195,30,resource_type 8
9738,location 87,1,event_type 28,severity_type 1,feature 154,1,resource_type 9
7113,location 546,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
15700,location 509,0,event_type 34,severity_type 2,feature 314,27,resource_type 2
15733,location 1100,1,event_type 11,severity_type 1,feature 22,1,resource_type 8
4021,location 1052,0,event_type 11,severity_type 1,feature 82,10,resource_type 8
878,location 999,0,event_type 11,severity_type 2,feature 62,1,resource_type 8
11695,location 244,1,event_type 34,severity_type 2,feature 232,24,resource_type 2
15412,location 845,1,event_type 15,severity_type 2,feature 82,15,resource_type 8
1972,location 922,1,event_type 21,severity_type 1,feature 220,1,resource_type 2
64,location 921,0,event_type 15,severity_type 2,feature 56,1,resource_type 8
2897,location 878,0,event_type 11,severity_type 1,feature 195,6,resource_type 8
2708,location 311,0,event_type 21,severity_type 1,feature 135,1,resource_type 2
12865,location 478,0,event_type 34,severity_type 1,feature 211,2,resource_type 2
14741,location 649,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
15514,location 430,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
9361,location 1066,1,event_type 23,severity_type 1,feature 54,1,resource_type 8
17629,location 155,1,event_type 34,severity_type 2,feature 232,3,resource_type 2
15650,location 133,0,event_type 34,severity_type 2,feature 233,2,resource_type 2
18543,location 998,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
4605,location 7,0,event_type 20,severity_type 1,feature 134,1,resource_type 8
15922,location 831,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
968,location 255,0,event_type 35,severity_type 1,feature 219,1,resource_type 2
12815,location 921,1,event_type 15,severity_type 2,feature 203,5,resource_type 8
12879,location 1100,2,event_type 15,severity_type 1,feature 193,2,resource_type 8
8265,location 319,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
6388,location 1052,0,event_type 11,severity_type 1,feature 80,8,resource_type 2
15753,location 921,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
8616,location 1026,0,event_type 11,severity_type 1,feature 170,6,resource_type 8
16349,location 1107,2,event_type 11,severity_type 1,feature 71,3,resource_type 8
4596,location 700,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
17616,location 793,0,event_type 11,severity_type 1,feature 195,12,resource_type 8
2675,location 249,1,event_type 35,severity_type 2,feature 312,2,resource_type 2
16526,location 644,0,event_type 46,severity_type 1,feature 285,188,resource_type 2
5285,location 1086,2,event_type 15,severity_type 1,feature 82,19,resource_type 8
15968,location 760,0,event_type 54,severity_type 4,feature 362,3,resource_type 2
12645,location 734,2,event_type 15,severity_type 1,feature 71,2,resource_type 8
7341,location 945,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
