id,log_feature,volume
18470,feature 219,1
18470,feature 368,52
18470,feature 293,1
18470,feature 370,10
18470,feature 134,1
18470,feature 285,3
18470,feature 120,9
18470,feature 376,40
18470,feature 291,6
18470,feature 284,2
18470,feature 125,6
18470,feature 283,20
18470,feature 378,10
18470,feature 369,3
18470,feature 219,1
18470,feature 368,52
18470,feature 293,1
18470,feature 370,10
18470,feature 134,1
18470,feature 285,3
18470,feature 120,9
18470,feature 376,40
18470,feature 291,6
18470,feature 284,2
18470,feature 125,6
18470,feature 283,20
18470,feature 378,10
18470,feature 369,3
18470,feature 219,1
18470,feature 368,52
18470,feature 293,1
16685,feature 370,4
16685,feature 284,3
16685,feature 369,3
16685,feature 285,3
16685,feature 370,4
16685,feature 284,3
16685,feature 369,3
16685,feature 285,3
16685,feature 370,4
16685,feature 284,3
16685,feature 369,3
16685,feature 285,3
16685,feature 370,4
16685,feature 284,3
16685,feature 369,3
16685,feature 285,3
16810,feature 80,1
16810,feature 201,2
16810,feature 80,1
16810,feature 201,2
17316,feature 68,3
17316,feature 54,8
17316,feature 273,3
17316,feature 170,8
17316,feature 68,3
17316,feature 54,8
17316,feature 273,3
17316,feature 170,8
17316,feature 68,3
17316,feature 54,8
17316,feature 273,3
17316,feature 170,8
17316,feature 68,3
17316,feature 54,8
17316,feature 273,3
17316,feature 170,8
18427,feature 306,1
18427,feature 170,1
18427,feature 222,2
18427,feature 54,1
18427,feature 306,1
18427,feature 170,1
18427,feature 222,2
18427,feature 54,1
18427,feature 306,1
18427,feature 170,1
18427,feature 222,2
18427,feature 54,1
18427,feature 306,1
18427,feature 170,1
18427,feature 222,2
18427,feature 54,1
17445,feature 303,2
17445,feature 54,1
17445,feature 306,2
17445,feature 170,1
17445,feature 303,2
17445,feature 54,1
17445,feature 306,2
17445,feature 170,1
17445,feature 303,2
17445,feature 54,1
17445,feature 306,2
17445,feature 170,1
17445,feature 303,2
17445,feature 54,1
17445,feature 306,2
17445,feature 170,1
16919,feature 68,2
16919,feature 54,4
16919,feature 273,2
16919,feature 68,2
16919,feature 54,4
16919,feature 273,2
16919,feature 68,2
16919,feature 54,4
16919,feature 273,2
18436,feature 207,1
18436,feature 155,10
18436,feature 207,1
18436,feature 155,10
18460,feature 182,1
18460,feature 209,3
18460,feature 155,9
18460,feature 182,1
18460,feature 209,3
18460,feature 155,9
18460,feature 182,1
18460,feature 209,3
18460,feature 155,9
17124,feature 201,2
17124,feature 80,2
17124,feature 201,2
17124,feature 80,2
16940,feature 201,3
16940,feature 80,3
16940,feature 201,3
16940,feature 80,3
16692,feature 201,12
16692,feature 82,119
16692,feature 203,67
16692,feature 80,25
16692,feature 201,12
16692,feature 82,119
16692,feature 203,67
16692,feature 80,25
16692,feature 201,12
16692,feature 82,119
16692,feature 203,67
16692,feature 80,25
16692,feature 201,12
16692,feature 82,119
16692,feature 203,67
16692,feature 80,25
16739,feature 82,8
16739,feature 80,1
16739,feature 203,3
16739,feature 82,8
16739,feature 80,1
16739,feature 203,3
16739,feature 82,8
16739,feature 80,1
16739,feature 203,3
17619,feature 203,20
17619,feature 82,28
17619,feature 68,4
17619,feature 201,113
17619,feature 193,4
17619,feature 80,90
17619,feature 203,20
17619,feature 82,28
17619,feature 68,4
17619,feature 201,113
17619,feature 193,4
17619,feature 80,90
17619,feature 203,20
17619,feature 82,28
17619,feature 68,4
17619,feature 201,113
17619,feature 193,4
17619,feature 80,90
17619,feature 203,20
17619,feature 82,28
17619,feature 68,4
17619,feature 201,113
17619,feature 193,4
17619,feature 80,90
17619,feature 203,20
17619,feature 82,28
17619,feature 68,4
17619,feature 201,113
17619,feature 193,4
17619,feature 80,90
17619,feature 203,20
17619,feature 82,28
17619,feature 68,4
17619,feature 201,113
17619,feature 193,4
17619,feature 80,90
18424,feature 82,14
18424,feature 203,4
18424,feature 82,14
18424,feature 203,4
16802,feature 203,2
16802,feature 82,5
16802,feature 203,2
16802,feature 82,5
17969,feature 82,22
17969,feature 80,2
17969,feature 203,3
17969,feature 82,22
17969,feature 80,2
17969,feature 203,3
17969,feature 82,22
17969,feature 80,2
17969,feature 203,3
17740,feature 82,41
17740,feature 203,4
17740,feature 80,7
17740,feature 201,3
17740,feature 82,41
17740,feature 203,4
17740,feature 80,7
17740,feature 201,3
17740,feature 82,41
17740,feature 203,4
17740,feature 80,7
17740,feature 201,3
17740,feature 82,41
17740,feature 203,4
17740,feature 80,7
17740,feature 201,3
18251,feature 82,19
18251,feature 80,11
18251,feature 201,4
18251,feature 203,6
18251,feature 82,19
18251,feature 80,11
18251,feature 201,4
18251,feature 203,6
18251,feature 82,19
18251,feature 80,11
18251,feature 201,4
18251,feature 203,6
18251,feature 82,19
18251,feature 80,11
18251,feature 201,4
18251,feature 203,6
18359,feature 82,2
18359,feature 203,1
18359,feature 80,2
18359,feature 201,1
18359,feature 82,2
18359,feature 203,1
18359,feature 80,2
18359,feature 201,1
18359,feature 82,2
18359,feature 203,1
18359,feature 80,2
18359,feature 201,1
18359,feature 82,2
18359,feature 203,1
18359,feature 80,2
18359,feature 201,1
17729,feature 126,2
17729,feature 68,1
17729,feature 126,2
17729,feature 68,1
17649,feature 172,1
17649,feature 56,1
17649,feature 172,1
17649,feature 56,1
18362,feature 170,1
18362,feature 306,1
18362,feature 54,1
18362,feature 222,1
18362,feature 170,1
18362,feature 306,1
18362,feature 54,1
18362,feature 222,1
18362,feature 170,1
18362,feature 306,1
18362,feature 54,1
18362,feature 222,1
18362,feature 170,1
18362,feature 306,1
18362,feature 54,1
18362,feature 222,1
17563,feature 161,1
17563,feature 45,1
17563,feature 161,1
17563,feature 45,1
17655,feature 171,1
17655,feature 68,1
17655,feature 171,1
17655,feature 68,1
18438,feature 197,1
18438,feature 75,1
18438,feature 306,2
18438,feature 197,1
18438,feature 75,1
18438,feature 306,2
18438,feature 197,1
18438,feature 75,1
18438,feature 306,2
17541,feature 75,1
17541,feature 306,2
17541,feature 75,1
17541,feature 306,2
18446,feature 134,1
18446,feature 219,1
18446,feature 134,1
18446,feature 219,1
17575,feature 206,2
17575,feature 85,2
17575,feature 206,2
17575,feature 85,2
17926,feature 171,2
17926,feature 55,2
17926,feature 171,2
17926,feature 55,2
17354,feature 135,1
17354,feature 220,1
17354,feature 135,1
17354,feature 220,1
18327,feature 55,8
18327,feature 171,8
18327,feature 55,8
18327,feature 171,8
17455,feature 135,1
17455,feature 220,1
17455,feature 135,1
17455,feature 220,1
17092,feature 200,2
17092,feature 55,20
17092,feature 205,1
17092,feature 79,2
17092,feature 171,21
17092,feature 200,2
17092,feature 55,20
17092,feature 205,1
17092,feature 79,2
17092,feature 171,21
17092,feature 200,2
17092,feature 55,20
17092,feature 205,1
17092,feature 79,2
17092,feature 171,21
17092,feature 200,2
17092,feature 55,20
17092,feature 205,1
17092,feature 79,2
17092,feature 171,21
17092,feature 200,2
17092,feature 55,20
17092,feature 205,1
17092,feature 79,2
17092,feature 171,21
17912,feature 171,8
17912,feature 205,1
17912,feature 55,8
17912,feature 84,1
17912,feature 171,8
17912,feature 205,1
17912,feature 55,8
17912,feature 84,1
17912,feature 171,8
17912,feature 205,1
17912,feature 55,8
17912,feature 84,1
17912,feature 171,8
17912,feature 205,1
17912,feature 55,8
17912,feature 84,1
16826,feature 171,1
16803,feature 55,4
17820,feature 134,1
17820,feature 219,1
17820,feature 134,1
17820,feature 219,1
17486,feature 82,4
17868,feature 203,6
17868,feature 82,12
17868,feature 71,1
17868,feature 193,1
17868,feature 203,6
17868,feature 82,12
17868,feature 71,1
17868,feature 193,1
17868,feature 203,6
17868,feature 82,12
17868,feature 71,1
17868,feature 193,1
17868,feature 203,6
17868,feature 82,12
17868,feature 71,1
17868,feature 193,1
17700,feature 193,2
17700,feature 71,2
17700,feature 203,6
17700,feature 82,38
17700,feature 193,2
17700,feature 71,2
17700,feature 203,6
17700,feature 82,38
17700,feature 193,2
17700,feature 71,2
17700,feature 203,6
17700,feature 82,38
17700,feature 193,2
17700,feature 71,2
17700,feature 203,6
17700,feature 82,38
18350,feature 203,4
18350,feature 82,50
18350,feature 203,4
18350,feature 82,50
17432,feature 82,10
17432,feature 203,6
17432,feature 82,10
17432,feature 203,6
18096,feature 82,12
18096,feature 193,1
18096,feature 203,1
18096,feature 71,1
18096,feature 82,12
18096,feature 193,1
18096,feature 203,1
18096,feature 71,1
18096,feature 82,12
18096,feature 193,1
18096,feature 203,1
18096,feature 71,1
18096,feature 82,12
18096,feature 193,1
18096,feature 203,1
18096,feature 71,1
18497,feature 82,8
18497,feature 203,3
18497,feature 82,8
18497,feature 203,3
18211,feature 203,4
18211,feature 82,6
18211,feature 203,4
18211,feature 82,6
18383,feature 134,1
18321,feature 134,1
18321,feature 219,1
18321,feature 134,1
18321,feature 219,1
17435,feature 171,14
17435,feature 55,30
17435,feature 171,14
17435,feature 55,30
16957,feature 75,2
16957,feature 306,2
16957,feature 75,2
16957,feature 306,2
18202,feature 75,6
18202,feature 306,6
18202,feature 75,6
18202,feature 306,6
17786,feature 197,2
17786,feature 75,12
17786,feature 223,1
17786,feature 306,6
17786,feature 115,2
17786,feature 28,1
17786,feature 197,2
17786,feature 75,12
17786,feature 223,1
17786,feature 306,6
17786,feature 115,2
17786,feature 28,1
17786,feature 197,2
17786,feature 75,12
17786,feature 223,1
17786,feature 306,6
17786,feature 115,2
17786,feature 28,1
17786,feature 197,2
17786,feature 75,12
17786,feature 223,1
17786,feature 306,6
17786,feature 115,2
17786,feature 28,1
17786,feature 197,2
17786,feature 75,12
17786,feature 223,1
17786,feature 306,6
17786,feature 115,2
17786,feature 28,1
17786,feature 197,2
17786,feature 75,12
17786,feature 223,1
17786,feature 306,6
17786,feature 115,2
17786,feature 28,1
17845,feature 75,2
17845,feature 222,2
17845,feature 75,2
17845,feature 222,2
16872,feature 222,3
16872,feature 75,17
16872,feature 306,11
16872,feature 114,2
16872,feature 197,13
16872,feature 27,1
16872,feature 223,1
16872,feature 222,3
16872,feature 75,17
16872,feature 306,11
16872,feature 114,2
16872,feature 197,13
16872,feature 27,1
16872,feature 223,1
16872,feature 222,3
16872,feature 75,17
16872,feature 306,11
16872,feature 114,2
16872,feature 197,13
16872,feature 27,1
16872,feature 223,1
16872,feature 222,3
16872,feature 75,17
16872,feature 306,11
16872,feature 114,2
16872,feature 197,13
16872,feature 27,1
16872,feature 223,1
16872,feature 222,3
16872,feature 75,17
16872,feature 306,11
16872,feature 114,2
16872,feature 197,13
16872,feature 27,1
16872,feature 223,1
16872,feature 222,3
16872,feature 75,17
16872,feature 306,11
16872,feature 114,2
16872,feature 197,13
16872,feature 27,1
16872,feature 223,1
16872,feature 222,3
16872,feature 75,17
16872,feature 306,11
16872,feature 114,2
16872,feature 197,13
16872,feature 27,1
16872,feature 223,1
18069,feature 170,2
18069,feature 54,2
18069,feature 170,2
18069,feature 54,2
18224,feature 206,2
16944,feature 170,1
17711,feature 54,2
17711,feature 206,1
17711,feature 54,2
17711,feature 206,1
18479,feature 195,1
18479,feature 73,1
18479,feature 81,2
18479,feature 202,2
18479,feature 195,1
18479,feature 73,1
18479,feature 81,2
18479,feature 202,2
18479,feature 195,1
18479,feature 73,1
18479,feature 81,2
18479,feature 202,2
18479,feature 195,1
18479,feature 73,1
18479,feature 81,2
18479,feature 202,2
17336,feature 54,5
17336,feature 170,3
17336,feature 54,5
17336,feature 170,3
17031,feature 207,1
17031,feature 54,49
17031,feature 170,15
17031,feature 103,1
17031,feature 155,10
17031,feature 207,1
17031,feature 54,49
17031,feature 170,15
17031,feature 103,1
17031,feature 155,10
17031,feature 207,1
17031,feature 54,49
17031,feature 170,15
17031,feature 103,1
17031,feature 155,10
17031,feature 207,1
17031,feature 54,49
17031,feature 170,15
17031,feature 103,1
17031,feature 155,10
17031,feature 207,1
17031,feature 54,49
17031,feature 170,15
17031,feature 103,1
17031,feature 155,10
16717,feature 55,3
16717,feature 171,2
16717,feature 191,9
16717,feature 70,8
16717,feature 55,3
16717,feature 171,2
16717,feature 191,9
16717,feature 70,8
16717,feature 55,3
16717,feature 171,2
16717,feature 191,9
16717,feature 70,8
16717,feature 55,3
16717,feature 171,2
16717,feature 191,9
16717,feature 70,8
17433,feature 70,2
17197,feature 55,1
17197,feature 70,15
17197,feature 191,15
17197,feature 55,1
17197,feature 70,15
17197,feature 191,15
17197,feature 55,1
17197,feature 70,15
17197,feature 191,15
17376,feature 202,4
17376,feature 81,3
17376,feature 70,1
17376,feature 202,4
17376,feature 81,3
17376,feature 70,1
17376,feature 202,4
17376,feature 81,3
17376,feature 70,1
18422,feature 191,6
18422,feature 70,7
18422,feature 191,6
18422,feature 70,7
17345,feature 191,3
17345,feature 70,5
17345,feature 191,3
17345,feature 70,5
16801,feature 191,3
16801,feature 70,2
16801,feature 191,3
16801,feature 70,2
17382,feature 191,2
17382,feature 70,3
17382,feature 191,2
17382,feature 70,3
17600,feature 70,5
17600,feature 55,1
17600,feature 191,2
17600,feature 171,2
17600,feature 70,5
17600,feature 55,1
17600,feature 191,2
17600,feature 171,2
17600,feature 70,5
17600,feature 55,1
17600,feature 191,2
17600,feature 171,2
17600,feature 70,5
17600,feature 55,1
17600,feature 191,2
17600,feature 171,2
17528,feature 55,2
17528,feature 171,2
17528,feature 55,2
17528,feature 171,2
16856,feature 68,1
16856,feature 54,1
16856,feature 170,2
16856,feature 68,1
16856,feature 54,1
16856,feature 170,2
16856,feature 68,1
16856,feature 54,1
16856,feature 170,2
16928,feature 170,1
16928,feature 54,3
16928,feature 87,2
16928,feature 170,1
16928,feature 54,3
16928,feature 87,2
16928,feature 170,1
16928,feature 54,3
16928,feature 87,2
17251,feature 209,3
17251,feature 87,3
17251,feature 209,3
17251,feature 87,3
17126,feature 201,22
17126,feature 74,2
17126,feature 82,32
17126,feature 203,17
17126,feature 196,1
17126,feature 71,1
17126,feature 80,25
17126,feature 201,22
17126,feature 74,2
17126,feature 82,32
17126,feature 203,17
17126,feature 196,1
17126,feature 71,1
17126,feature 80,25
17126,feature 201,22
17126,feature 74,2
17126,feature 82,32
17126,feature 203,17
17126,feature 196,1
17126,feature 71,1
17126,feature 80,25
17126,feature 201,22
17126,feature 74,2
17126,feature 82,32
17126,feature 203,17
17126,feature 196,1
17126,feature 71,1
17126,feature 80,25
17126,feature 201,22
17126,feature 74,2
17126,feature 82,32
17126,feature 203,17
17126,feature 196,1
17126,feature 71,1
17126,feature 80,25
17126,feature 201,22
17126,feature 74,2
17126,feature 82,32
17126,feature 203,17
17126,feature 196,1
17126,feature 71,1
17126,feature 80,25
17126,feature 201,22
17126,feature 74,2
17126,feature 82,32
17126,feature 203,17
17126,feature 196,1
17126,feature 71,1
17126,feature 80,25
16994,feature 82,16
16994,feature 203,4
16994,feature 82,16
16994,feature 203,4
17484,feature 82,21
17484,feature 203,1
17484,feature 82,21
17484,feature 203,1
17141,feature 80,8
17141,feature 201,6
17141,feature 203,10
17141,feature 82,32
17141,feature 80,8
17141,feature 201,6
17141,feature 203,10
17141,feature 82,32
17141,feature 80,8
17141,feature 201,6
17141,feature 203,10
17141,feature 82,32
17141,feature 80,8
17141,feature 201,6
17141,feature 203,10
17141,feature 82,32
18091,feature 203,2
18091,feature 82,24
18091,feature 203,2
18091,feature 82,24
17070,feature 82,8
17279,feature 71,1
17279,feature 203,9
17279,feature 82,44
17279,feature 71,1
17279,feature 203,9
17279,feature 82,44
17279,feature 71,1
17279,feature 203,9
17279,feature 82,44
17050,feature 203,8
17050,feature 82,20
17050,feature 203,8
17050,feature 82,20
17043,feature 82,7
17043,feature 80,1
17043,feature 203,5
17043,feature 82,7
17043,feature 80,1
17043,feature 203,5
17043,feature 82,7
17043,feature 80,1
17043,feature 203,5
17680,feature 170,2
17680,feature 54,2
17680,feature 170,2
17680,feature 54,2
18389,feature 170,2
18389,feature 54,2
18389,feature 1,1
18389,feature 136,1
18389,feature 170,2
18389,feature 54,2
18389,feature 1,1
18389,feature 136,1
18389,feature 170,2
18389,feature 54,2
18389,feature 1,1
18389,feature 136,1
18389,feature 170,2
18389,feature 54,2
18389,feature 1,1
18389,feature 136,1
16759,feature 170,6
16759,feature 54,6
16759,feature 170,6
16759,feature 54,6
18032,feature 56,1
18032,feature 71,1
18032,feature 172,2
18032,feature 56,1
18032,feature 71,1
18032,feature 172,2
18032,feature 56,1
18032,feature 71,1
18032,feature 172,2
16743,feature 71,1
16743,feature 193,1
16743,feature 71,1
16743,feature 193,1
17309,feature 71,2
17309,feature 349,1
17309,feature 193,3
17309,feature 276,1
17309,feature 71,2
17309,feature 349,1
17309,feature 193,3
17309,feature 276,1
17309,feature 71,2
17309,feature 349,1
17309,feature 193,3
17309,feature 276,1
17309,feature 71,2
17309,feature 349,1
17309,feature 193,3
17309,feature 276,1
17353,feature 193,2
17353,feature 349,1
17353,feature 71,10
17353,feature 276,2
17353,feature 193,2
17353,feature 349,1
17353,feature 71,10
17353,feature 276,2
17353,feature 193,2
17353,feature 349,1
17353,feature 71,10
17353,feature 276,2
17353,feature 193,2
17353,feature 349,1
17353,feature 71,10
17353,feature 276,2
16702,feature 193,5
16702,feature 71,1
16702,feature 193,5
16702,feature 71,1
17260,feature 68,1
16735,feature 65,3
16735,feature 55,1
16735,feature 171,2
16735,feature 187,6
16735,feature 65,3
16735,feature 55,1
16735,feature 171,2
16735,feature 187,6
16735,feature 65,3
16735,feature 55,1
16735,feature 171,2
16735,feature 187,6
16735,feature 65,3
16735,feature 55,1
16735,feature 171,2
16735,feature 187,6
18541,feature 187,2
18541,feature 65,1
18541,feature 187,2
18541,feature 65,1
16963,feature 109,5
16963,feature 73,18
16963,feature 195,5
16963,feature 109,5
16963,feature 73,18
16963,feature 195,5
16963,feature 109,5
16963,feature 73,18
16963,feature 195,5
16663,feature 73,3
16663,feature 195,5
16663,feature 73,3
16663,feature 195,5
16670,feature 80,5
16670,feature 201,10
16670,feature 80,5
16670,feature 201,10
17022,feature 80,1
17022,feature 201,1
17022,feature 80,1
17022,feature 201,1
17236,feature 54,4
17236,feature 345,1
17236,feature 170,4
17236,feature 273,2
17236,feature 54,4
17236,feature 345,1
17236,feature 170,4
17236,feature 273,2
17236,feature 54,4
17236,feature 345,1
17236,feature 170,4
17236,feature 273,2
17236,feature 54,4
17236,feature 345,1
17236,feature 170,4
17236,feature 273,2
17056,feature 273,1
17056,feature 54,1
17056,feature 170,2
17056,feature 273,1
17056,feature 54,1
17056,feature 170,2
17056,feature 273,1
17056,feature 54,1
17056,feature 170,2
18214,feature 170,4
18214,feature 273,2
18214,feature 179,2
18214,feature 68,2
18214,feature 54,8
18214,feature 345,6
18214,feature 170,4
18214,feature 273,2
18214,feature 179,2
18214,feature 68,2
18214,feature 54,8
18214,feature 345,6
18214,feature 170,4
18214,feature 273,2
18214,feature 179,2
18214,feature 68,2
18214,feature 54,8
18214,feature 345,6
18214,feature 170,4
18214,feature 273,2
18214,feature 179,2
18214,feature 68,2
18214,feature 54,8
18214,feature 345,6
18214,feature 170,4
18214,feature 273,2
18214,feature 179,2
18214,feature 68,2
18214,feature 54,8
18214,feature 345,6
18214,feature 170,4
18214,feature 273,2
18214,feature 179,2
18214,feature 68,2
18214,feature 54,8
18214,feature 345,6
17587,feature 360,4
17587,feature 362,4
17587,feature 360,4
17587,feature 362,4
17896,feature 170,1
17896,feature 54,1
17896,feature 170,1
17896,feature 54,1
17771,feature 170,1
17377,feature 209,3
17377,feature 136,1
17377,feature 209,3
17377,feature 136,1
18348,feature 54,1
17862,feature 40,1
17862,feature 209,1
17862,feature 1,1
17862,feature 87,1
17862,feature 136,1
17862,feature 40,1
17862,feature 209,1
17862,feature 1,1
17862,feature 87,1
17862,feature 136,1
17862,feature 40,1
17862,feature 209,1
17862,feature 1,1
17862,feature 87,1
17862,feature 136,1
17862,feature 40,1
17862,feature 209,1
17862,feature 1,1
17862,feature 87,1
17862,feature 136,1
17862,feature 40,1
17862,feature 209,1
17862,feature 1,1
17862,feature 87,1
17862,feature 136,1
17190,feature 209,1
17190,feature 1,1
17190,feature 87,1
17190,feature 136,1
17190,feature 209,1
17190,feature 1,1
17190,feature 87,1
17190,feature 136,1
17190,feature 209,1
17190,feature 1,1
17190,feature 87,1
17190,feature 136,1
17190,feature 209,1
17190,feature 1,1
17190,feature 87,1
17190,feature 136,1
18285,feature 203,9
18285,feature 82,12
18285,feature 203,9
18285,feature 82,12
17191,feature 82,28
17191,feature 193,4
17191,feature 203,17
17191,feature 71,3
17191,feature 82,28
17191,feature 193,4
17191,feature 203,17
17191,feature 71,3
17191,feature 82,28
17191,feature 193,4
17191,feature 203,17
17191,feature 71,3
17191,feature 82,28
17191,feature 193,4
17191,feature 203,17
17191,feature 71,3
17770,feature 203,6
17770,feature 71,4
17770,feature 56,3
17770,feature 172,2
17770,feature 193,4
17770,feature 82,8
17770,feature 203,6
17770,feature 71,4
17770,feature 56,3
17770,feature 172,2
17770,feature 193,4
17770,feature 82,8
17770,feature 203,6
17770,feature 71,4
17770,feature 56,3
17770,feature 172,2
17770,feature 193,4
17770,feature 82,8
17770,feature 203,6
17770,feature 71,4
17770,feature 56,3
17770,feature 172,2
17770,feature 193,4
17770,feature 82,8
17770,feature 203,6
17770,feature 71,4
17770,feature 56,3
17770,feature 172,2
17770,feature 193,4
17770,feature 82,8
17770,feature 203,6
17770,feature 71,4
17770,feature 56,3
17770,feature 172,2
17770,feature 193,4
17770,feature 82,8
17549,feature 82,10
17549,feature 203,4
17549,feature 80,3
17549,feature 201,3
17549,feature 172,1
17549,feature 82,10
17549,feature 203,4
17549,feature 80,3
17549,feature 201,3
17549,feature 172,1
17549,feature 82,10
17549,feature 203,4
17549,feature 80,3
17549,feature 201,3
17549,feature 172,1
17549,feature 82,10
17549,feature 203,4
17549,feature 80,3
17549,feature 201,3
17549,feature 172,1
17549,feature 82,10
17549,feature 203,4
17549,feature 80,3
17549,feature 201,3
17549,feature 172,1
17884,feature 82,17
17884,feature 219,1
17884,feature 193,2
17884,feature 71,1
17884,feature 203,8
17884,feature 82,17
17884,feature 219,1
17884,feature 193,2
17884,feature 71,1
17884,feature 203,8
17884,feature 82,17
17884,feature 219,1
17884,feature 193,2
17884,feature 71,1
17884,feature 203,8
17884,feature 82,17
17884,feature 219,1
17884,feature 193,2
17884,feature 71,1
17884,feature 203,8
17884,feature 82,17
17884,feature 219,1
17884,feature 193,2
17884,feature 71,1
17884,feature 203,8
18351,feature 193,2
18351,feature 203,6
18351,feature 71,1
18351,feature 82,12
18351,feature 193,2
18351,feature 203,6
18351,feature 71,1
18351,feature 82,12
18351,feature 193,2
18351,feature 203,6
18351,feature 71,1
18351,feature 82,12
18351,feature 193,2
18351,feature 203,6
18351,feature 71,1
18351,feature 82,12
16768,feature 82,14
16768,feature 71,4
16768,feature 82,14
16768,feature 71,4
18447,feature 203,2
18447,feature 71,6
18447,feature 82,43
18447,feature 80,1
18447,feature 193,3
18447,feature 203,2
18447,feature 71,6
18447,feature 82,43
18447,feature 80,1
18447,feature 193,3
18447,feature 203,2
18447,feature 71,6
18447,feature 82,43
18447,feature 80,1
18447,feature 193,3
18447,feature 203,2
18447,feature 71,6
18447,feature 82,43
18447,feature 80,1
18447,feature 193,3
18447,feature 203,2
18447,feature 71,6
18447,feature 82,43
18447,feature 80,1
18447,feature 193,3
17640,feature 193,5
17640,feature 203,6
17640,feature 172,3
17640,feature 71,7
17640,feature 56,5
17640,feature 82,16
17640,feature 193,5
17640,feature 203,6
17640,feature 172,3
17640,feature 71,7
17640,feature 56,5
17640,feature 82,16
17640,feature 193,5
17640,feature 203,6
17640,feature 172,3
17640,feature 71,7
17640,feature 56,5
17640,feature 82,16
17640,feature 193,5
17640,feature 203,6
17640,feature 172,3
17640,feature 71,7
17640,feature 56,5
17640,feature 82,16
17640,feature 193,5
17640,feature 203,6
17640,feature 172,3
17640,feature 71,7
17640,feature 56,5
17640,feature 82,16
17640,feature 193,5
17640,feature 203,6
17640,feature 172,3
17640,feature 71,7
17640,feature 56,5
17640,feature 82,16
16778,feature 71,4
16778,feature 193,1
16778,feature 203,8
16778,feature 82,23
16778,feature 71,4
16778,feature 193,1
16778,feature 203,8
16778,feature 82,23
16778,feature 71,4
16778,feature 193,1
16778,feature 203,8
16778,feature 82,23
16778,feature 71,4
16778,feature 193,1
16778,feature 203,8
16778,feature 82,23
17911,feature 193,1
17911,feature 201,1
17911,feature 71,4
17911,feature 203,4
17911,feature 82,34
17911,feature 193,1
17911,feature 201,1
17911,feature 71,4
17911,feature 203,4
17911,feature 82,34
17911,feature 193,1
17911,feature 201,1
17911,feature 71,4
17911,feature 203,4
17911,feature 82,34
17911,feature 193,1
17911,feature 201,1
17911,feature 71,4
17911,feature 203,4
17911,feature 82,34
17911,feature 193,1
17911,feature 201,1
17911,feature 71,4
17911,feature 203,4
17911,feature 82,34
16657,feature 203,2
16657,feature 193,2
16657,feature 71,5
16657,feature 82,15
16657,feature 203,2
16657,feature 193,2
16657,feature 71,5
16657,feature 82,15
16657,feature 203,2
16657,feature 193,2
16657,feature 71,5
16657,feature 82,15
16657,feature 203,2
16657,feature 193,2
16657,feature 71,5
16657,feature 82,15
18267,feature 71,5
18267,feature 203,4
18267,feature 82,8
18267,feature 71,5
18267,feature 203,4
18267,feature 82,8
18267,feature 71,5
18267,feature 203,4
18267,feature 82,8
17148,feature 80,3
17148,feature 193,1
17148,feature 203,2
17148,feature 82,19
17148,feature 71,9
17148,feature 201,3
17148,feature 80,3
17148,feature 193,1
17148,feature 203,2
17148,feature 82,19
17148,feature 71,9
17148,feature 201,3
17148,feature 80,3
17148,feature 193,1
17148,feature 203,2
17148,feature 82,19
17148,feature 71,9
17148,feature 201,3
17148,feature 80,3
17148,feature 193,1
17148,feature 203,2
17148,feature 82,19
17148,feature 71,9
17148,feature 201,3
17148,feature 80,3
17148,feature 193,1
17148,feature 203,2
17148,feature 82,19
17148,feature 71,9
17148,feature 201,3
17148,feature 80,3
17148,feature 193,1
17148,feature 203,2
17148,feature 82,19
17148,feature 71,9
17148,feature 201,3
17597,feature 362,1
17597,feature 360,1
17597,feature 362,1
17597,feature 360,1
18252,feature 70,7
18252,feature 191,6
18252,feature 70,7
18252,feature 191,6
17895,feature 191,3
17895,feature 70,7
17895,feature 191,3
17895,feature 70,7
17442,feature 73,1
18006,feature 73,5
18006,feature 195,1
18006,feature 73,5
18006,feature 195,1
17875,feature 157,2
17875,feature 42,1
17875,feature 157,2
17875,feature 42,1
17696,feature 157,1
17696,feature 42,2
17696,feature 157,1
17696,feature 42,2
17457,feature 157,3
17457,feature 42,6
17457,feature 157,3
17457,feature 42,6
16880,feature 68,1
18040,feature 56,36
18040,feature 172,38
18040,feature 56,36
18040,feature 172,38
17453,feature 74,4
17453,feature 196,4
17453,feature 74,4
17453,feature 196,4
17326,feature 196,2
17326,feature 74,2
17326,feature 196,2
17326,feature 74,2
17478,feature 55,1
17478,feature 171,2
17478,feature 55,1
17478,feature 171,2
17688,feature 195,1
17688,feature 73,2
17688,feature 195,1
17688,feature 73,2
18306,feature 80,3
18306,feature 201,4
18306,feature 80,3
18306,feature 201,4
17785,feature 69,1
17785,feature 219,1
17785,feature 134,1
17785,feature 69,1
17785,feature 219,1
17785,feature 134,1
17785,feature 69,1
17785,feature 219,1
17785,feature 134,1
17797,feature 362,1
17797,feature 360,2
17797,feature 362,1
17797,feature 360,2
18148,feature 273,2
18148,feature 170,2
18148,feature 68,7
18148,feature 54,1
18148,feature 345,1
18148,feature 273,2
18148,feature 170,2
18148,feature 68,7
18148,feature 54,1
18148,feature 345,1
18148,feature 273,2
18148,feature 170,2
18148,feature 68,7
18148,feature 54,1
18148,feature 345,1
18148,feature 273,2
18148,feature 170,2
18148,feature 68,7
18148,feature 54,1
18148,feature 345,1
18148,feature 273,2
18148,feature 170,2
